Sapling_Tag_ID,Date,Season,Year,Canopy Cover,Percent_Class,Categories,Dominant_Category,Max_Category,Blight_Score,Branch1_twig,Branch1_leaf,Branch2_twig,Branch2_leaf,Branch3_twig,Branch3_leaf,TOTAL_Twig,TOTAL_Leaf,TOTAL_Leaf_per_Twig,Browse,Vertical,Other_Pattern,Alive,Comments
SC1-03,3-Oct-22,F,2022,3,4,1234,3,4,96,5,5,7,20,8,6,20,31,1.55,n,n,n,y,nearly 100% BLD
SC1-04,3-Oct-22,F,2022,4,4,1234,2,4,92,4,2,5,13,8,4,17,19,1.11,n,n,n,y,nearly 100% BLD
SC1-05,3-Oct-22,F,2022,4,4,1234,3,4,96,7,18,3,5,6,7,16,30,1.87,n,n,n,y,
SC1-06,3-Oct-22,F,2022,0,,,,,,,,,,,,,,,,,,n,
SC1-07,3-Oct-22,F,2022,3,4,1234,3,4,96,4,6,12,64,5,5,21,75,3.57,n,n,n,y,
SC1-08,3-Oct-22,F,2022,2,4,1234,3,4,96,4,7,4,6,11,21,19,34,1.78,n,n,n,y,
SC1-09,3-Oct-22,F,2022,3,3,3,3,3,75,4,3,3,1,5,5,12,9,0.75,n,n,n,y,
SC1-10,3-Oct-22,F,2022,3,4,1234,3,4,96,5,3,5,4,12,47,22,54,2.45,y,n,n,y,nearly 100% BLD
SC1-11,3-Oct-22,F,2022,4,5,1234,3,4,116,6,12,4,7,3,2,13,21,1.61,n,n,n,y,100% BLD
SC1-12,3-Oct-22,F,2022,3,3,134,3,4,76,4,1,4,6,4,2,12,9,0.75,n,n,n,y,
SC1-13,3-Oct-22,F,2022,4,4,1234,3,4,96,7,14,7,22,5,9,19,45,2.36,n,n,n,y,
SC1-14,3-Oct-22,F,2022,3,4,34,3,4,96,5,26,3,5,4,7,12,38,3.16,n,n,n,y,
SC1-15,3-Oct-22,F,2022,4,4,1234,3,4,96,12,28,10,12,9,18,31,58,1.87,n,n,n,y,
SC1-16,3-Oct-22,F,2022,4,4,234,3,4,96,11,42,5,16,10,29,26,87,3.34,n,n,n,y,nearly 100% BLD
SC1-17,3-Oct-22,F,2022,3,4,1234,3,4,96,13,51,3,7,6,14,22,72,3.27,n,n,n,y,
SC1-18,3-Oct-22,F,2022,3,4,1234,3,4,96,20,89,12,23,13,37,45,149,3.31,n,n,n,y,nearly 100% BLD
SC1-19,3-Oct-22,F,2022,3,4,1234,3,4,96,11,46,4,2,6,28,21,76,3.61,n,n,n,y,
SC1-20,3-Oct-22,F,2022,3,4,1234,3,4,96,9,10,8,18,9,35,26,63,2.42,n,n,n,y,
PB1-01,14-Jul-22,S,2022,4,4,234,3,4,96,7,27,4,3,3,5,14,35,2.5,n,n,y,y,main stem dead
PB1-02,14-Jul-22,S,2022,2,3,1234,3,4,76,4,12,3,6,4,2,11,20,1.81,y,n,y,y,"main stem dead, tag moved; light colored new leaves"
PB1-03,14-Jul-22,S,2022,2,2,1234,3,4,56,3,3,3,4,4,17,10,24,2.4,n,n,y,y,light new leaves
PB1-04,14-Jul-22,S,2022,2,4,34,4,4,100,3,8,4,2,5,27,12,37,3.08,n,n,y,y,new leaves are only ones without BLD
PB1-05,14-Jul-22,S,2022,3,4,1234,3,4,96,3,3,3,4,8,18,14,25,1.78,n,n,n,y,beech aphids
PB1-06,14-Jul-22,S,2022,3,4,1234,4,4,100,9,32,8,47,9,32,26,111,4.26,n,n,y,y,few healthy leaves; vast majority w BLD
PB1-07,14-Jul-22,S,2022,2,5,234,3,4,116,4,9,4,5,3,3,11,17,1.54,n,n,n,y,main stem dead; branch 3 at very top
PB1-08,14-Jul-22,S,2022,4,4,1234,2,4,92,4,32,6,30,4,14,14,76,5.42,n,y,y,y,
PB1-09,14-Jul-22,S,2022,5,3,1234,3,4,76,4,17,3,11,6,28,13,56,4.3,n,y,y,y,
PB1-10,14-Jul-22,S,2022,4,4,1234,3,4,96,4,10,5,25,11,16,20,51,2.55,n,n,n,y,
PB1-11,14-Jul-22,S,2022,2,3,1234,3,4,76,5,9,3,12,3,7,11,28,2.54,n,n,y,y,tag chewed
PB1-12,14-Jul-22,S,2022,0,,,,,,,,,,,,,,,,,,n,"missing, assume dead"
PB1-13,14-Jul-22,S,2022,4,3,1234,3,4,76,4,4,7,21,4,15,15,40,2.66,n,n,y,y,shrubby
PB1-14,14-Jul-22,S,2022,3,4,1234,3,4,96,6,7,7,20,4,5,17,32,1.88,n,n,y,y,shrubby
PB1-15,14-Jul-22,S,2022,2,4,1234,3,4,96,10,51,3,11,5,19,18,81,4.5,n,n,y,y,shrubby
PB1-16,14-Jul-22,S,2022,0,,,,,,,,,,,,,,,,,,n,dead
PB1-17,14-Jul-22,S,2022,4,2,123,2,3,51,3,6,4,17,11,38,18,61,3.38,n,n,y,y,
PB1-18,14-Jul-22,S,2022,4,3,123,2,3,71,4,9,4,6,9,25,17,40,2.35,n,n,y,y,
PB1-19,14-Jul-22,S,2022,3,3,123,2,3,71,5,11,4,18,3,0,12,29,2.41,n,n,y,y,tag missing
PB1-20,14-Jul-22,S,2022,4,3,123,2,3,71,11,40,8,7,3,5,22,52,2.36,n,n,y,y,
PB1-01,5-Oct-22,F,2022,2,4,234,3,4,96,7,14,3,3,6,9,16,26,1.62,n,n,n,y,nearly 100% BLD
PB1-02,5-Oct-22,F,2022,1,2,3,3,3,55,4,6,3,0,3,0,10,6,0.6,n,n,n,y,a few late-emergent leaves
PB1-03,5-Oct-22,F,2022,1,3,23,2,3,71,4,0,3,1,3,2,10,3,0.3,n,n,n,y,some late-emergent leaves
PB1-04,5-Oct-22,F,2022,1,4,234,3,4,96,4,2,4,4,7,5,15,11,0.73,n,n,n,y,nearly 100% BLD
PB1-05,5-Oct-22,F,2022,2,4,234,3,4,96,3,1,8,13,4,3,15,17,1.13,n,n,n,y,
PB1-06,5-Oct-22,F,2022,3,4,1234,3,4,96,9,21,9,33,10,23,28,77,2.75,n,n,n,y,
PB1-07,5-Oct-22,F,2022,2,5,34,3,4,116,5,8,4,0,3,3,12,11,0.91,n,n,n,y,100% of leaves have BLD
PB1-08,5-Oct-22,F,2022,3,4,234,3,4,96,6,21,6,24,4,6,16,51,3.18,n,n,n,y,
PB1-09,5-Oct-22,F,2022,3,4,1234,3,4,96,4,4,4,9,7,24,15,37,2.46,n,n,n,y,
PB1-10,5-Oct-22,F,2022,3,4,1234,0,4,84,3,1,5,19,4,13,12,33,2.75,n,n,n,y,
PB1-11,5-Oct-22,F,2022,1,4,1234,3,4,96,3,2,5,7,7,1,15,10,0.66,n,n,n,y,"only 1 late-emergernt leaf w/out BLD, all other show BLD"
PB1-12,5-Oct-22,F,2022,,,,,,,,,,,,,,,,,,,n,missing
PB1-13,5-Oct-22,F,2022,2,4,1234,3,4,96,6,10,5,9,5,15,16,34,2.12,n,n,n,y,
PB1-14,5-Oct-22,F,2022,2,4,1234,3,4,96,7,5,8,12,3,1,18,18,1,n,n,n,y,
PB1-15,5-Oct-22,F,2022,1,4,123,2,3,91,10,10,3,0,3,0,16,10,0.62,n,n,n,y,Nearly dead - many dead/brown leaves; difficult to assess BLD on dead/dying leaves
PB1-16,5-Oct-22,F,2022,0,,,,,,,,,,,,,,,,,,n,Dead
PB1-17,5-Oct-22,F,2022,3,3,123,2,3,71,6,16,10,32,5,7,21,55,2.61,n,n,n,y,
PB1-18,5-Oct-22,F,2022,2,3,123,2,3,71,4,7,4,1,8,15,16,23,1.43,n,n,n,y,
PB1-19,5-Oct-22,F,2022,1,3,12,2,2,70,4,0,4,0,4,0,12,0,0,n,n,n,y,only 12 leaves total
PB1-20,5-Oct-22,F,2022,2,3,123,2,3,71,10,18,7,5,3,4,20,27,1.35,n,n,n,y,
SB1-01,25-Jul-22,S,2022,1,3,23,2,3,71,3,5,3,2,3,2,9,9,1,n,n,y,y,"lots of physical damage, making assessment difficult"
SB1-02,25-Jul-22,S,2022,2,4,23,3,3,95,3,1,3,4,3,6,9,11,1.22,n,n,y,y,few leaves browning at tip
SB1-03,25-Jul-22,S,2022,2,0,0,0,0,0,4,11,0,0,0,0,4,11,2.75,n,n,n,y,damage from tree fall; branch #1 represents all leaves; no BLD found
SB1-04,25-Jul-22,S,2022,2,0,0,0,0,0,3,5,3,3,3,7,9,15,1.66,n,n,n,y,"partially shaded out by spicebush, no BLD found"
SB1-05,25-Jul-22,S,2022,0,,,0,0,,0,0,0,0,0,0,0,0,,,,,n,missing
SB1-06,25-Jul-22,S,2022,4,2,13,3,3,55,11,65,10,17,10,51,31,133,4.29,n,n,y,y,
SB1-07,25-Jul-22,S,2022,0,,,,,,,,,,,,,,,,,,n,missing
SB1-08,25-Jul-22,S,2022,0,,,,,,,,,,,,,,,,,,n,dead
SB1-09,25-Jul-22,S,2022,0,,,,,,,,,,,,,,,,,,n,missing
SB1-10,25-Jul-22,S,2022,0,,,,,,,,,,,,,,,,,,n,missing
SB1-11,25-Jul-22,S,2022,1,1,23,3,3,35,4,5,3,0,4,2,11,7,0.63,n,n,n,y,main stem dead - basal sprouts; many small pale late-emergent leaves w/out BLD
SB1-12,25-Jul-22,S,2022,0,,,,,,,,,,,,,,,,,,n,dead
SB1-13,25-Jul-22,S,2022,0,,,,,,,,,,,,,,,,,,n,dead
SB1-14,25-Jul-22,S,2022,5,3,1234,2,4,72,3,6,4,12,10,125,17,143,8.41,n,n,y,y,"many healthy leaves, minimal insect/physical damage"
SB1-15,25-Jul-22,S,2022,3,2,12,2,2,50,3,4,5,3,7,12,15,19,1.26,n,n,y,y,"many healthy leaves, some physical/insect damage"
SB1-16,25-Jul-22,S,2022,3,1,2,2,2,30,3,4,7,0,9,5,19,9,0.47,n,n,y,y,"many late-emergent, very pale leaves w/out BLD"
SB1-17,25-Jul-22,S,2022,2,3,123,2,3,71,9,6,3,1,5,2,17,9,0.52,y,n,y,y,some large dark leaves and some small pale leaves
SB1-18,25-Jul-22,S,2022,1,1,23,2,3,31,4,3,3,2,,,,,,y,n,y,y,some very small leaves with damage - no clearly BLD
SB1-19,25-Jul-22,S,2022,3,3,123,2,3,71,4,3,4,0,7,16,15,19,1.26,n,n,y,y,
SB1-20,25-Jul-22,S,2022,0,,,,,,,,,,,,,,,,,,n,dead
SB1-01,4-Oct-22,F,2022,1,3,123,2,3,71,3,2,3,2,3,1,9,5,0.55,n,n,n,y,few late-emergent leaves
SB1-02,4-Oct-22,F,2022,1,3,123,3,3,75,3,4,4,4,3,2,10,10,1,n,n,n,y,
SB1-03,4-Oct-22,F,2022,2,2,12,2,2,50,3,2,3,1,,,,,,n,n,n,y,late emergent leaves
SB1-04,4-Oct-22,F,2022,1,3,12,2,2,70,3,1,4,1,6,1,13,3,0.23,n,n,n,y,1 late emergent leaf w/out BLD
SB1-05,4-Oct-22,F,2022,0,,,,,,,,,,,,,,,,,,n,missing/dead
SB1-06,4-Oct-22,F,2022,3,2,12,2,2,50,7,16,3,3,3,1,13,20,1.53,n,n,n,y,
SB1-07,4-Oct-22,F,2022,0,,,,,,,,,,,,,,,,,,n,missing/dead
SB1-08,4-Oct-22,F,2022,0,,,,,,,,,,,,,,,,,,n,missing/dead
SB1-09,4-Oct-22,F,2022,0,,,,,,,,,,,,,,,,,,n,missing/dead
SB1-10,4-Oct-22,F,2022,0,,,,,,,,,,,,,,,,,,n,missing/dead
SB1-11,4-Oct-22,F,2022,1,3,123,2,2,70,5,6,3,0,4,0,12,6,0.5,n,n,n,y,
SB1-12,4-Oct-22,F,2022,0,,,,,,,,,,,,,,,,,,n,Dead
SB1-13,4-Oct-22,F,2022,0,,,,,,,,,,,,,,,,,,n,Dead
SB1-14,4-Oct-22,F,2022,4,3,1234,2,4,72,3,10,12,101,9,31,24,142,5.91,n,n,n,y,
SB1-15,4-Oct-22,F,2022,3,2,12,2,2,50,3,3,11,26,4,4,18,33,1.83,n,n,n,y,
SB1-16,4-Oct-22,F,2022,2,2,123,2,3,51,6,4,3,3,5,12,14,19,1.35,n,n,n,y,some late emergent leaves w/out BLD
SB1-17,4-Oct-22,F,2022,2,2,12,2,2,50,5,3,3,1,5,1,13,5,0.38,n,n,n,y,
SB1-18,4-Oct-22,F,2022,1,3,123,2,3,71,3,3,4,2,3,2,10,7,0.7,n,n,n,y,
SB1-19,4-Oct-22,F,2022,2,4,123,2,3,91,7,15,6,7,6,10,19,32,1.68,n,n,n,y,
SB1-20,4-Oct-22,F,2022,,,,,,,,,,,,,,,,,,,n,Dead
SB1-01,3-Jul-23,S,2023,2,2,13,3,3,55,5,16,,,,,,,,n,n,n,y,16 leaves on twig 1 = all leaves on tree
SB1-02,3-Jul-23,S,2023,1,5,23,2,3,111,3,2,3,2,3,0,9,4,0.44,n,n,n,y,
SB1-03,3-Jul-23,S,2023,2,2,12,2,2,50,7,10,,,,,,,,n,n,n,y,leaves on branch 1 = all leaves; tree was pinned under fallen branch
SB1-04,3-Jul-23,S,2023,2,3,23,2,3,71,8,6,6,7,3,2,17,15,0.88,n,n,n,y,
SB1-05,3-Jul-23,S,2023,,,,,,,,,,,,,,,,,,,n,MISSING
SB1-06,3-Jul-23,S,2023,3,3,12,1,2,66,10,13,3,3,3,1,16,17,1.06,y,n,n,y,
SB1-07,3-Jul-23,S,2023,,,,,,,,,,,,,,,,,,,n,MISSING
SB1-08,3-Jul-23,S,2023,,,,,,,,,,,,,,,,,,,n,MISSING
SB1-09,3-Jul-23,S,2023,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-10,3-Jul-23,S,2023,,,,,,,,,,,,,,,,,,,n,MISSING
SB1-11,3-Jul-23,S,2023,1,3,2,2,2,70,4,5,3,1,5,4,12,10,0.83,y,n,n,y,leaf count = all leaves on tree
SB1-12,3-Jul-23,S,2023,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-13,3-Jul-23,S,2023,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-14,3-Jul-23,S,2023,3,2,123,2,3,51,3,7,9,98,4,9,16,114,7.12,n,n,n,y,brown speckling
SB1-15,3-Jul-23,S,2023,2,3,123,2,3,71,5,11,9,24,4,3,18,38,2.11,y,n,n,y,some insect damage and brown speckling
SB1-16,3-Jul-23,S,2023,1,3,13,1,3,67,7,10,3,3,3,4,13,17,1.3,y,n,n,y,
SB1-17,3-Jul-23,S,2023,1,2,12,1,2,46,4,4,4,3,5,0,13,7,0.53,y,n,n,y,brown speckling and some insect damaged
SB1-18,3-Jul-23,S,2023,1,1,12,1,2,26,4,6,3,0,3,0,10,6,0.6,n,n,n,y,most leaves are small and pale - late emergent?
SB1-19,3-Jul-23,S,2023,1,3,123,2,3,71,5,0,4,0,5,1,14,1,0.07,n,n,n,y,single leaf on branch 3 was dead
SB1-20,3-Jul-23,S,2023,,,,,,,,,,,,,,,,,,,n,DEAD
SC1-01,12-Jun-23,S,2023,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SC1-02,12-Jun-23,S,2023,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SC1-03,12-Jun-23,S,2023,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SC1-04,12-Jun-23,S,2023,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SC1-05,12-Jun-23,S,2023,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,,,
SC1-06,12-Jun-23,S,2023,,,,,,,,,,,,,,,,,,,n,missing
SC1-07,12-Jun-23,S,2023,3,4,1234,3,4,96,3,4,4,17,15,94,22,115,5.22,n,n,n,y,
SC1-08,12-Jun-23,S,2023,5,3,1234,2,4,72,9,1,3,6,19,56,31,63,2.03,y,n,n,y,
SC1-09,12-Jun-23,S,2023,3,2,123,3,3,55,2,3,5,11,10,13,17,27,1.58,n,n,n,y,many aborted buds
SC1-10,12-Jun-23,S,2023,2,4,123,2,3,91,18,4,3,0,18,34,39,38,0.97,y,n,n,y,
SC1-11,12-Jun-23,S,2023,4,4,1234,3,4,96,4,13,13,28,9,23,26,64,2.46,n,n,n,y,
SC1-12,12-Jun-23,S,2023,4,4,1234,3,4,96,3,9,5,9,2,7,10,25,2.5,y,n,n,y,
SC1-13,12-Jun-23,S,2023,3,3,1234,4,4,80,2,5,10,19,1,5,13,29,2.23,n,n,n,y,
SC1-14,12-Jun-23,S,2023,5,3,1234,3,4,76,12,39,4,13,7,35,23,87,3.78,y,n,n,y,broken main stem/missing
SC1-15,12-Jun-23,S,2023,5,3,1234,3,4,76,1,0,9,30,20,52,30,82,2.73,n,n,n,y,
SC1-16,12-Jun-23,S,2023,5,4,1234,2,4,92,12,63,1,10,2,12,15,85,5.66,n,n,n,y,
SC1-17,12-Jun-23,S,2023,3,3,1234,3,4,76,24,81,30,94,,,,,,n,n,n,y,only 2 branches
SC1-18,12-Jun-23,S,2023,4,3,1234,3,4,76,2,8,2,9,4,18,8,35,4.37,n,n,n,y,
SC1-20,12-Jun-23,S,2023,3,3,1234,2,4,72,8,40,9,41,11,45,28,126,4.5,n,n,n,y,
SC1-19,12-Jun-23,S,2023,4,3,1234,4,4,80,4,11,7,31,2,9,13,51,3.92,n,n,n,y,
PB1-01,21-Jun-23,S,2023,5,4,1234,2,4,92,2,5,12,31,,,,,,n,n,n,y,
PB1-02,21-Jun-23,S,2023,1,4,123,2,3,91,2,1,5,2,3,0,10,3,0.3,n,n,n,y,has 3 leaves
PB1-03,21-Jun-23,S,2023,2,3,3,1,3,67,1,0,0,0,4,0,5,0,0,y,n,n,y,"other pests, brown spotting"
PB1-04,21-Jun-23,S,2023,1,4,4,3,4,96,1,3,1,3,3,1,5,7,1.4,y,n,n,y,
PB1-05,21-Jun-23,S,2023,2,4,4,3,4,96,1,0,4,4,8,7,13,11,0.84,n,n,n,y,aborted buds
PB1-06,21-Jun-23,S,2023,1,4,4,2,4,92,10,6,13,24,12,13,35,43,1.22,n,n,n,y,
PB1-07,21-Jun-23,S,2023,1,4,4,2,4,92,2,0,4,3,1,4,7,7,1,n,n,n,y,"other pests, brown spotting"
PB1-08,21-Jun-23,S,2023,3,2,2,2,2,50,15,27,10,18,5,10,30,55,1.83,n,n,n,y,
PB1-09,21-Jun-23,S,2023,,,,,,,,,,,,,,,,,,,n,cut during trail construction
PB1-10,21-Jun-23,S,2023,2,1,34,3,4,36,2,0,2,2,2,0,6,2,0.33,n,n,n,y,light green spotting on leaves
PB1-11,21-Jun-23,S,2023,1,1,12,2,2,30,5,5,5,4,7,3,17,12,0.7,n,n,n,y,"some very small, late emergent leaves; some insect damage; reddish brown spot on most leaves"
PB1-12,21-Jun-23,S,2023,,,,,,,,,,,,,,,,,,,n,missing
PB1-13,21-Jun-23,S,2023,2,3,1234,2,4,72,6,7,6,8,5,9,17,24,1.41,n,n,y,y,white and reddish/brown spots on many leaves; some very small leaves
PB1-14,21-Jun-23,S,2023,1,3,1234,2,4,72,7,4,7,0,3,2,17,6,0.35,n,n,n,y,"some insect damage, poss anthracnose, a few very small leaves"
PB1-15,21-Jun-23,S,2023,1,3,123,2,3,71,9,20,3,1,3,4,15,25,1.66,y,n,n,y,poss anthracnose; white and/or redish brown spots on some leaves; some insect damage
PB1-16,21-Jun-23,S,2023,,,,,,,,,,,,,,,,,,,n,dead
PB1-17,21-Jun-23,S,2023,5,3,1234,2,4,72,4,9,4,11,6,9,14,29,2.07,n,n,y,y,white and/or reddish brown spots on some leaves
PB1-18,21-Jun-23,S,2023,3,3,123,2,3,71,4,4,9,16,9,9,22,29,1.31,y,n,y,y,reddish brown sports on a few leaves; some small pale leaves
PB1-19,21-Jun-23,S,2023,2,4,1234,2,4,92,5,8,9,33,6,14,20,55,2.75,n,n,y,y,
PB1-20,21-Jun-23,S,2023,3,4,123,2,3,91,3,9,12,21,3,3,18,33,1.83,n,n,y,y,poss anthracnose on some leaves
SB1-01,29-Sep-23,F,2023,1,3,23,2,3,71,4,3,,,,,,,,n,n,n,y,
SB1-02,29-Sep-23,F,2023,1,4,2,2,2,90,3,0,3,1,6,1,12,2,0.16,n,n,n,y,
SB1-03,29-Sep-23,F,2023,1,4,2,2,2,90,3,0,6,8,,,,,,n,n,n,y,
SB1-04,29-Sep-23,F,2023,1,3,23,2,3,71,7,7,6,4,3,1,16,12,0.75,n,n,n,y,
SB1-05,29-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,n,Missing/Dead
SB1-06,29-Sep-23,F,2023,2,2,12,2,2,50,6,7,10,15,9,12,25,34,1.36,n,n,n,y,
SB1-07,29-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,n,Missing/Dead
SB1-08,29-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,n,Missing/Dead
SB1-09,29-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,n,Missing/Dead
SB1-10,29-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,n,Missing/Dead
SB1-11,29-Sep-23,F,2023,1,1,12,2,2,30,4,4,,,,,,,,n,n,n,y,small (late emergent?) leaves
SB1-12,29-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,n,Dead
SB1-13,29-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,n,Dead
SB1-14,29-Sep-23,F,2023,2,2,123,2,3,51,3,4,16,81,5,9,24,94,3.91,n,n,n,,
SB1-15,29-Sep-23,F,2023,2,3,123,2,3,71,4,4,6,11,4,4,14,19,1.35,n,n,n,y,
SB1-16,29-Sep-23,F,2023,1,4,12,2,2,90,4,0,8,8,3,1,15,9,0.6,n,n,n,y,
SB1-17,29-Sep-23,F,2023,1,3,23,2,3,71,6,3,4,2,4,0,14,5,0.35,n,n,n,y,
SB1-18,29-Sep-23,F,2023,1,2,2,2,2,50,3,2,4,5,,,,,,n,n,n,y,a few very small leaves
SB1-19,29-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,n,Dead
SB1-20,29-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,n,Dead
SC1-01,19-Sep-23,F,2023,3,4,1234,3,4,96,7,19,6,23,8,37,21,79,3.76,n,n,n,y,
SC1-02,19-Sep-23,F,2023,3,4,1234,2,4,92,8,16,7,19,6,27,21,62,2.95,n,n,y,y,
SC1-03,19-Sep-23,F,2023,3,4,1234,3,4,96,6,10,10,27,6,16,22,53,2.4,n,n,y,y,
SC1-04,19-Sep-23,F,2023,3,4,1234,3,4,96,4,5,4,8,6,25,14,38,2.71,y,n,n,y,
SC1-05,19-Sep-23,F,2023,4,4,1234,3,4,96,8,42,4,7,10,24,22,73,3.31,n,n,n,y,
SC1-06,19-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,n,Missing/Dead
SC1-07,19-Sep-23,F,2023,3,4,1234,3,4,96,3,3,6,15,13,87,22,105,4.77,n,n,y,y,
SC1-08,19-Sep-23,F,2023,3,3,1234,3,4,76,5,6,13,39,6,19,24,64,2.66,n,n,y,y,
SC1-09,19-Sep-23,F,2023,4,3,1234,2,4,72,3,3,6,13,3,2,12,18,1.5,n,n,y,y,
SC1-10,19-Sep-23,F,2023,2,4,1234,3,4,96,7,4,11,67,8,5,26,76,2.92,n,n,y,y,some very small leaves
SC1-11,20-Sep-23,F,2023,3,4,1234,3,4,96,9,37,6,18,5,10,20,65,3.25,n,n,y,y,
SC1-12,20-Sep-23,F,2023,2,4,234,3,4,96,5,8,5,8,5,7,15,23,1.53,n,n,y,y,
SC1-13,20-Sep-23,F,2023,2,4,1234,3,4,96,3,5,8,14,9,14,20,33,1.65,n,n,y,y,
SC1-14,20-Sep-23,F,2023,4,4,1234,3,4,96,9,37,5,13,5,11,19,61,3.21,n,n,y,y,
SC1-15,20-Sep-23,F,2023,4,4,1234,2,4,92,13,61,11,27,10,37,34,125,3.67,n,n,y,y,
SC1-16,20-Sep-23,F,2023,4,4,1234,2,4,92,13,55,4,9,4,12,21,76,3.61,n,n,y,y,
SC1-17,20-Sep-23,F,2023,3,4,1234,3,4,96,10,74,10,14,4,7,24,95,3.95,n,n,y,y,
SC1-18,20-Sep-23,F,2023,,,,,,,,,,,,,,,,,,,?,couldn't find; buried under fallen tree
SC1-19,20-Sep-23,F,2023,3,3,1234,3,4,76,14,43,5,10,8,26,27,79,2.92,n,n,y,y,
SC1-20,20-Sep-23,F,2023,3,4,1234,2,4,92,11,38,10,40,11,42,32,120,3.75,n,n,y,y,many 3s
PB1-01,3-Oct-23,F,2023,4,2,12,1,2,46,3,4,3,7,3,0,9,11,1.22,n,n,n,y,
PB1-02,3-Oct-23,F,2023,1,4,2,2,2,90,4,1,6,3,3,0,13,4,0.3,n,n,n,y,nearly dead; 2 small leaves without BLD and 2 w BLD
PB1-03,3-Oct-23,F,2023,2,2,12,2,2,50,3,0,4,10,7,11,14,21,1.5,n,n,y,y,
PB1-04,3-Oct-23,F,2023,1,4,234,3,4,96,4,2,6,10,7,3,17,15,0.88,n,n,y,y,
PB1-05,3-Oct-23,F,2023,2,4,1234,3,4,96,4,4,8,9,8,3,20,16,0.8,n,n,y,y,
PB1-06,3-Oct-23,F,2023,1,3,1234,2,4,72,9,6,8,24,11,11,28,41,1.46,n,n,y,y,
PB1-07,3-Oct-23,F,2023,1,2,2,2,2,50,4,2,3,3,6,4,13,9,0.69,n,n,n,y,nearly dead
PB1-08,3-Oct-23,F,2023,2,3,1234,2,4,72,6,21,6,17,5,5,17,43,2.52,n,n,n,y,
PB1-09,3-Oct-23,F,2023,,,,,,,,,,,,,,,,,,,n,cut during trail construction
PB1-10,3-Oct-23,F,2023,2,3,123,3,3,75,3,2,5,4,6,8,14,14,1,n,n,y,y,
PB1-11,3-Oct-23,F,2023,1,2,12,2,2,50,6,5,6,4,6,3,18,12,0.66,n,n,y,y,
PB1-12,3-Oct-23,F,2023,,,,,,,,,,,,,,,,,,,n,Missing/Dead
PB1-13,3-Oct-23,F,2023,2,2,12,2,2,50,6,5,6,6,4,7,16,18,1.12,n,n,n,y,
PB1-14,3-Oct-23,F,2023,1,3,123,2,3,71,8,2,7,5,3,3,18,10,0.55,n,n,n,y,
PB1-15,3-Oct-23,F,2023,1,4,24,4,4,100,9,21,3,1,3,1,15,23,1.53,n,n,n,y,
PB1-16,3-Oct-23,F,2023,,,,,,,,,,,,,,,,,,,n,Dead
PB1-17,3-Oct-23,F,2023,4,3,123,2,3,71,4,10,4,9,11,35,19,54,2.84,n,n,n,y,
PB1-18,3-Oct-23,F,2023,3,3,123,2,3,71,4,6,4,4,7,16,15,26,1.73,n,n,n,y,
PB1-19,3-Oct-23,F,2023,1,4,123,2,3,91,5,4,4,0,9,21,18,25,1.38,n,n,n,y,
PB1-20,3-Oct-23,F,2023,2,3,123,2,3,71,3,8,10,17,9,6,22,31,1.4,n,n,n,y,
SB1-01,27-Jun-24,S,2024,2,3,1234,3,4,76,3,9,4,7,,,,,,n,n,n,y,%BLD roughly 50%
SB1-02,27-Jun-24,S,2024,1,2,3,3,3,55,3,2,3,2,3,4,9,8,0.88,n,n,n,y,
SB1-03,27-Jun-24,S,2024,2,3,3,3,3,75,7,10,,,,,,,,n,n,n,y,branch 1 represents all leaves on tree
SB1-04,27-Jun-24,S,2024,4,1,1,1,1,25,5,6,6,15,3,6,14,27,1.92,n,n,n,y,"BLD low, suprisingly healthy leaves"
SB1-05,27-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-06,27-Jun-24,S,2024,4,2,123,2,3,51,3,8,11,18,4,5,18,31,1.72,n,n,n,y,looks suprisingly good
SB1-07,27-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-08,27-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-09,27-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-10,27-Jun-24,S,2024,,,,,,,,,,,,,,,,,,,n,DEAD
SB1-11,27-Jun-24,S,2024,1,3,3,3,3,75,6,7,,,,,,,,n,n,n,y,some very pale green leaves
