,Tree,Species,Plot_ID,Treatment,Treatment_2019,TreatmentYear,Block,Size,Notes,Valid,DBH2018,DBH2019,SmallTreeDBH2018,SmallTreeHeight2018,Smalltree2018measurementnotes,BandPresent2018,BandPresent2019,HerbSurveys2018,HerbSurveys2019,EphemeralSurveys2019,SeedlingPlots2018,SeedlingPlots2019,FourmSurveys2018,TenmSurveys2018,VisualCover2018,VisualCover2019,Greaterthan20_2019,MeanPercentopenness2018,MeanPercentopenness2019,PhotoObstruction,HemiDifference,meanVWC2019,meanVWC2019_corrected,meanPER2019,VWC_ref,PER_ref
425,905,sugar maple,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,3,6.04,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,42.415,No,NA,24.6,35.0247068,1.50075,18.425,1.4065
426,906,sugar maple,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,2.1,4.6,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,36.24,Yes,NA,18.55,26.41090696,1.4085,18.425,1.4065
427,907,elm,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,7.7,7.93,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,42.2275,Yes,NA,20.925,22.88825254,1.444,28.975,1.57225
428,908,sugar maple,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,6.2,6.58,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,44.66,Yes,NA,21.15,23.13436279,1.447,28.975,1.57225
429,909,elm,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,7.7,8.01,,NA,NA,No,No,No,No,No,No,No,No,Yes,No,NA,NA,No,NA,18.55,26.41090696,1.40675,18.425,1.4065
430,91,tulip poplar,IC-19-M,IC,Control,2019,Middle,Large,,Yes,13.7,13.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,27.5425,Yes,NA,13.325,13.59587568,1.32875,31.325,1.60625
431,910,elm,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,3.9,5.81,,NA,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,34.34,Yes,NA,31.375,42.85545348,1.60625,20.275,1.4355
432,911,elm,IC-18-S,IC,IC,2018,South,small,,Yes,NA,NA,3.7,9.34,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.6275,Yes,NA,15.8,22.49554339,1.36625,18.425,1.4065
433,912,red oak,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,3.1,5.11,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,29.3825,Yes,NA,14.075,15.3295348,1.33925,29.125,1.572
434,913,sugar maple,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,5,6.59,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,30.185,Yes,NA,16,17.42611415,1.368,29.125,1.572
435,914,elm,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,3,4.3,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.2925,No,NA,22.05,24.01536356,1.4605,29.125,1.572
436,915,elm,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,5.1,8,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,24.3925,Yes,NA,11.625,15.87871384,1.3005,20.275,1.4355
437,92,red maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,15.7,15.5,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,24.6225,Yes,NA,24.3,25.24996091,1.49575,30.725,1.5965
438,925,elm,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,6.1,9.36,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,36.4325,No,NA,27.9,30.38678655,1.5505,29.125,1.572
439,926,sugar maple,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,5.1,7.52,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.135,Yes,NA,20.15,21.94601251,1.4325,29.125,1.572
440,927,sugar maple,IC-19-S,IC,Control,2019,South,small,,Yes,NA,NA,4.8,9.29,,NA,NA,No,No,No,No,No,No,No,Yes,Yes,No,NA,26.5425,No,NA,10.075,10.97300626,1.27525,29.125,1.572
441,929,red maple,C-19-M,Control,Control,2019,Middle,Large,,Yes,14.8,14.9,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,22.995,Yes,NA,14.125,15.47234167,1.34075,28.925,1.5675
442,93,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,23,23.1,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,20.0675,Yes,NA,22.025,22.88602424,1.461,30.725,1.5965
443,930,tulip poplar,IC-19-S,IC,Control,2019,South,Large,,Yes,22.1,22.4,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,25.4475,Yes,NA,14.175,19.36178655,1.339,20.275,1.4355
444,931,red maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,Large,,Yes,19.2,19.3,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,34.6875,35.4575,Yes,0.77,29.825,30.43129398,1.5855,31.325,1.60625
445,936,tulip poplar,IC+TSI-19-M,IC+TSI,Control,2019,Middle,Large,,Yes,27.5,27.5,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,34.7225,36.7775,Yes,2.055,17.175,18.81327209,1.38675,28.925,1.5675
446,94,red maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,15.6,15.8,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,30.255,Yes,NA,21.825,22.67820563,1.43525,30.725,1.5965
447,940,tulip poplar,C-19-S,Control,Control,2019,South,Large,,Yes,29.1,29.2,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,20.8275,36.1875,No,15.36,18.15,18.51896013,1.402,31.325,1.60625
448,95,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,25.3,25.5,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,39.7625,Yes,NA,22.7,23.58741204,1.47075,30.725,1.5965
449,96,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,15,15.3,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,NA,32.3675,Yes,NA,27.75,28.8348319,1.5505,30.725,1.5965
450,961,sugar maple,C-19-M,Control,Control,2019,Middle,Large,,Yes,19.3,18.8,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,27.2175,38.085,No,10.8675,18.375,20.12773651,1.40375,28.925,1.5675
451,969,tulip poplar,C-18-M,Control,Control,2018,Middle,Large,,Yes,33.2,33.9,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,28.81,Yes,NA,13.45,14.73295544,1.3285,28.925,1.5675
452,97,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,21.4,21.9,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,35.5675,Yes,NA,22.75,23.63936669,1.47125,30.725,1.5965
453,978,sugar maple,C-19-M,Control,Control,2019,Middle,Large,,Yes,15.9,15.9,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,18.5525,27.82,No,9.2675,4.4,4.819702893,1.176,28.925,1.5675
454,98,red maple,IC-18-M,IC,IC,2018,Middle,Large,,Yes,8.3,8.4,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,41.38,28.045,Yes,-13.335,27.125,28.18539875,1.5385,30.725,1.5965
455,981,red maple,IC+TSI-19-M,IC+TSI,Control,2019,Middle,Large,,Yes,24.1,24.5,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,40.275,Yes,NA,15.225,17.32007428,1.35725,27.575,1.546
456,99,tulip poplar,IC-18-M,IC,IC,2018,Middle,Large,,Yes,14,14.1,NA,NA,NA,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,NA,32.835,Yes,NA,26.925,27.97758014,1.53575,30.725,1.5965
457,996,tulip poplar,IC+TSI-18-M,IC+TSI,IC+TSI,2018,Middle,Large,,Yes,31.5,32.1,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,21.895,33.665,Yes,11.77,15.7,18.79335418,1.36425,25.675,1.51725
458,999,tulip poplar,C-18-M,Control,Control,2018,Middle,Large,,Yes,30.8,30.9,NA,NA,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,25.855,24.2025,No,-1.6525,32.55,35.65484754,1.6245,28.925,1.5675
459,no tag,NA,NA,NA,NA,NA,NA,Large,NA,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,41.35,Yes,NA,NA,NA,NA,NA,NA
460,Unknown,NA,NA,NA,NA,NA,NA,Large,NA,Yes,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,No,No,No,No,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA
461,WPT 18,NA,NA,NA,NA,NA,NA,Large,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA
462,WPT 27,NA,NA,NA,NA,NA,NA,Large,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA
463,WPT 3,NA,NA,NA,NA,NA,NA,Large,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,No,No,No,No,No,No,No,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA
464,NA,NA,NA,NA,NA,NA,NA,Large,NA,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,NA,NA,No,NA,NA,NA,NA,NA,NA
